File,Best Threshold,Precision,Recall,F1,Confusion Matrix,Feature,Training Time (m)
BalancedData_50000.csv,0.866,0.996,0.952,0.973,"[[14014   711]
 [   52  9948]]",11312,0.036
BalancedData_100000.csv,0.862,0.993,0.951,0.971,"[[13999   726]
 [   96 19904]]",12208,0.048
BalancedData_200000.csv,0.879,0.988,0.951,0.969,"[[14010   715]
 [  170 39830]]",13425,0.081
BalancedData_500000.csv,0.911,0.976,0.95,0.963,"[[13990   734]
 [  340 99661]]",15359,0.203
BalancedData_1000000.csv,0.918,0.962,0.95,0.956,"[[ 13990    734]
 [   546 199455]]",17069,0.503
BalancedData_3000000.csv,0.954,0.854,0.95,0.9,"[[ 13988    736]
 [  2388 597613]]",20375,15.592
