feature,coef,impact
гас,9.0996132954137,positive
хан,8.263222014765775,positive
 ом,8.17842592016904,positive
аев,7.865527052906132,positive
иев,7.3049509321400405,positive
еко,6.903981356631205,positive
ят ,6.894644313971947,positive
дин,6.866233438414651,positive
асу,6.559350601009061,positive
осм,6.479803263854163,positive
ом,6.4306672252174595,positive
ших,6.39268200238677,positive
ов,6.39091909067036,positive
ае,6.3345683319966595,positive
мед,6.193449583208369,positive
оме,6.156558944426888,positive
ази,6.1066120680732014,positive
ат ,6.07614226377162,positive
ома,6.068953399952343,positive
гад,6.060122042951464,positive
ьяс,5.967939001339307,positive
в з,5.749800501269893,positive
али,5.709354465001138,positive
ами,5.623716356059868,positive
ият,5.585526870289548,positive
ва ,5.479050005758075,positive
зан,5.401474680234917,positive
т ,5.350773717402157,positive
гом,5.28527342571237,positive
иб,5.2616363240867985,positive
дов,5.234717119905159,positive
 им,5.215937795091836,positive
ило,5.167606517882208,positive
аб,5.1021583695685235,positive
сул,5.098661372523513,positive
мус,5.086126144734921,positive
бег,5.037055700388061,positive
амм,5.029002045521463,positive
алх,5.0135120957309445,positive
идр,5.0078664617989155,positive
аго,4.993681188051089,positive
ака,4.939802285724071,positive
бду,4.821872441983264,positive
шах,4.809421470489027,positive
рту,4.797262233571034,positive
аро,4.754951536021141,positive
аг,4.67901512049,positive
 дж,4.612288873300676,positive
зва,4.596783308829081,positive
зое,4.596466012603217,positive
рсл,4.593666163801827,positive
гам,4.576453036133737,positive
маи,4.554608707566413,positive
сен,4.545748704242809,positive
ула,4.536577458150108,positive
иял,4.473495176689432,positive
диб,4.4689620844165905,positive
лла,4.463908669144385,positive
су,4.4261681822564345,positive
уев,4.41847259147532,positive
аж,4.3918550950183946,positive
укм,4.388547250153356,positive
му,4.378846190649549,positive
из,4.37075425304292,positive
бол,4.368852765080965,positive
кер,4.351190779684214,positive
маз,4.344307461091187,positive
нав,4.325842854340527,positive
яс,4.316787398264375,positive
дж,4.295060941621189,positive
ажу,4.271889755660354,positive
сир,4.266919475496556,positive
джи,4.265106882373141,positive
нап,4.249556854002714,positive
ие,4.246571127714779,positive
урб,4.2442050699109855,positive
изв,4.203964823934559,positive
бов,4.182542517754275,positive
в л,4.174146684698377,positive
а ш,4.166230713794985,positive
дур,4.164523675898911,positive
ирз,4.1556745720565536,positive
ере,4.1157002750227445,positive
гюл,4.1000217644439205,positive
в г,4.090316935769949,positive
каи,4.076185505471276,positive
ас,4.041739269424224,positive
ме,4.024819669876894,positive
ьяе,4.019127118794422,positive
хач,4.003351565699042,positive
лие,3.998483187975141,positive
лик,3.9843192219299133,positive
ад,3.9733615873500803,positive
 за,3.9661851217742443,positive
ад ,3.95263556508983,positive
ута,3.9395245999006523,positive
ко ,3.92436865918699,positive
ерл,3.9144449758620246,positive
ибе,3.891641272956789,positive
дир,3.880050682986571,positive
ало,3.867858940207849,positive
 ку,3.8593920778684443,positive
 зу,3.8582731531583727,positive
ум ,3.8534940637756097,positive
ам,3.836360836312988,positive
лам,3.822325998921847,positive
ано,3.8191715626329654,positive
к и,3.813018327084667,positive
бан,3.8074557326863623,positive
гю,3.798557526579501,positive
уд,3.7981131262434844,positive
ити,3.782988845022887,positive
хиз,3.760177410998726,positive
мис,3.7123776843922447,positive
юсу,3.7076091255718016,positive
гит,3.6999243021787773,positive
ру,3.692132376457626,positive
ям ,3.677787132233327,positive
таг,3.64874697895826,positive
усе,3.6368126732236377,positive
 ис,3.61634688779795,positive
в ,3.600938461820066,positive
 ат,3.5717589981676348,positive
лае,3.5607818339651636,positive
кбе,3.560043873256675,positive
 ка,3.556727435906982,positive
жаб,3.5547014390954734,positive
 на,3.547527544878111,positive
маг,3.5458676547895016,positive
аву,3.5416329244052926,positive
бий,3.541472345840991,positive
 ч,3.539405706174251,positive
а ж,3.5317897518919943,positive
ахб,3.5059629057557253,positive
аиб,3.4885318313106453,positive
хб,3.4863450912671685,positive
ап,3.4861517593043048,positive
 гю,3.483612344970824,positive
мае,3.482134345639068,positive
уе,3.4668670979823073,positive
уди,3.465314057656559,positive
гер,3.462797315956777,positive
овн,3.457565858825105,positive
вма,3.4421049990150876,positive
йг,3.4311739360722586,positive
гир,3.428060412296619,positive
гус,3.4174851040930823,positive
утд,3.411626640005764,positive
пат,3.4060565088922092,positive
ова,3.3969076938940694,positive
эми,3.3928326419259873,positive
асх,3.3816336083760286,positive
вуд,3.37606694004467,positive
ади,3.363527752556153,positive
мик,3.3616100122537373,positive
сак,3.3578545955197057,positive
ада,3.352120414744125,positive
шуа,3.331541273967891,positive
апи,3.3285380396222384,positive
аи,3.3092713237486437,positive
ат,3.3073331625933364,positive
айг,3.2896162065097077,positive
ати,3.2742350382731016,positive
бек,3.2733327762024906,positive
и в,3.2654933991786903,positive
рип,3.248973512587104,positive
хов,3.247456791940128,positive
фик,3.2390631766248585,positive
олт,3.234532380790263,positive
ма,3.2062716710941066,positive
рха,3.199762549933939,positive
хта,3.195685799251735,positive
га,3.1862956713079154,positive
ай,3.1752251995289744,positive
ифр,3.1747326910014873,positive
уху,3.172923524726476,positive
кур,3.1726106251497517,positive
сел,3.167916282494035,positive
сма,3.1672316627892694,positive
ач,3.152757662041551,positive
лта,3.151129383631622,positive
ср,3.119709364937545,positive
 ша,3.118434933703375,positive
киф,3.116466692600443,positive
эди,3.102550599896491,positive
аба,3.0878334178667513,positive
ял ,3.0766358431213474,positive
фае,3.076570628349343,positive
сын,3.0651644237970275,positive
хае,3.0635059513230125,positive
фия,3.0491332375999756,positive
жат,3.0462928717493223,positive
хал,3.03144795888921,positive
рун,3.0302734931451414,positive
нге,3.021978627467353,positive
ги,3.0023287826941023,positive
фих,2.994453166016636,positive
сеф,2.984764790108554,positive
бас,2.9839940301387426,positive
аир,2.9834951056436627,positive
сб,2.972368131487707,positive
аюб,2.970352739980951,positive
 ид,2.962284019338478,positive
ши,2.9563790731923576,positive
ум,2.951113041814227,positive
джа,2.9411013742574252,positive
раг,2.921661756896593,positive
има,2.915801056968954,positive
 ра,2.914940321014794,positive
рзе,2.904814643599036,positive
ови,2.9036299875682157,positive
ов ,2.898873313512471,positive
нар,2.888140504585927,positive
ну,2.8852298965954852,positive
ндо,2.872179644623585,positive
хба,2.868403511310503,positive
сае,2.8655144516327034,positive
вкр,2.8528918701023196,positive
изр,2.8397032258277908,positive
евр,2.838508680300519,positive
аша,2.835961491982701,positive
сон,2.8351181967270804,positive
ема,2.83329667054336,positive
риз,2.831852845217496,positive
еми,2.8290011733819416,positive
хме,2.823716637069251,positive
ач ,2.8233997497731282,positive
ейл,2.821823284647012,positive
 ме,2.8209141440376984,positive
дуе,2.8140944599255353,positive
хья,2.80384412836886,positive
паш,2.8011302490793755,positive
уп,2.799204133741703,positive
угу,2.797447110282982,positive
ди,2.795095744249047,positive
ейн,2.7883096079174816,positive
йхо,2.7880479854719913,positive
яв,2.783414556767392,positive
яхь,2.780007262100088,positive
ев,2.7782992841762453,positive
ауд,2.7781574794115844,positive
саи,2.770184974358944,positive
 му,2.769772543597705,positive
лей,2.769189418882645,positive
рба,2.7688745997837976,positive
йно,2.760982841993836,positive
алм,2.7575700904609275,positive
мут,2.7556524644581417,positive
нус,2.7486405235074174,positive
 ум,2.731248970745323,positive
хав,2.7311239191441175,positive
ясо,2.7310468616163392,positive
олл,2.7299541018929,positive
жут,2.7289714359336834,positive
мза,2.7164026826023813,positive
мха,2.7098447537014887,positive
йпу,2.7040843492394515,positive
хув,2.6968871021892427,positive
йи,2.6947337271523772,positive
ал,2.6943618863655123,positive
 ш,2.693552810593125,positive
ьям,2.6917061478956006,positive
суп,2.6877935934459143,positive
пие,2.6863148016220717,positive
ул,2.685581041220887,positive
раж,2.6851615771024324,positive
идо,2.682520875237449,positive
лга,2.6817341482472563,positive
зух,2.6696391251172376,positive
тай,2.667097850252056,positive
гим,2.6659883183752986,positive
ри ,2.6628863861480454,positive
бак,2.656531755608739,positive
хь,2.6507132316413724,positive
ая ,2.645037528975359,positive
тим,2.643801104652094,positive
сли,2.641951412774967,positive
йла,2.6403699217118883,positive
аги,2.6368784813417365,positive
б е,2.634916435270549,positive
даи,2.6263709367511336,positive
йн,2.62491488948523,positive
ля ,2.6208673928086865,positive
иму,2.6141972117322823,positive
тах,2.6106656911343302,positive
ке,2.606690321343214,positive
шам,2.601844162018764,positive
йша,2.592248181034817,positive
в н,2.5915840788091797,positive
ейх,2.5915078448483198,positive
ейр,2.582053987933726,positive
айп,2.5776319131277576,positive
гаш,2.5759717947476246,positive
нне,2.5694365278953466,positive
 те,2.567648492885885,positive
йп,2.566372157324867,positive
наф,2.564628508915866,positive
 з,2.5576625736372973,positive
сру,2.555347883277916,positive
 пи,2.553881417079712,positive
вов,2.551091119426716,positive
т в,2.548786760306873,positive
ят,2.546304538504023,positive
мов,2.546119883846706,positive
нух,2.543592342075547,positive
ися,2.541390793086829,positive
имб,2.5404824391790237,positive
ярм,2.5337433594063197,positive
юну,2.5332089154195194,positive
эл,2.532546355267069,positive
в о,2.5288192265773892,positive
да,2.5205613335780996,positive
яра,2.5201463529806585,positive
ана,2.5197185171772434,positive
баг,2.519107501442532,positive
 ба,2.5111991288110995,positive
аид,2.51070632250334,positive
эс,2.5101276674598862,positive
ис,2.508947059246651,positive
йбу,2.508413104323006,positive
апа,2.5078342302474383,positive
ид,2.5049483983496645,positive
шде,2.4997625651133197,positive
лук,2.4930884455102036,positive
гид,2.4796426086797543,positive
нах,2.4778225625084747,positive
 жа,2.4777606772213874,positive
утт,2.4769578818536186,positive
 би,2.4765306539082013,positive
бад,2.470019947481093,positive
лод,2.469391465841557,positive
 ос,2.465672145009333,positive
урз,2.4624726342243157,positive
чов,2.4587368995364263,positive
ллу,2.4587304898496862,positive
цах,2.455383432776616,positive
и р,2.4550311669917506,positive
зие,2.4523370098356945,positive
баи,2.442047445558323,positive
зул,2.43871787487488,positive
зих,2.436273839544852,positive
ар ,2.4328903124391874,positive
а б,2.42895696658361,positive
ирб,2.4269889632874393,positive
ког,2.42354169550665,positive
нже,2.419597693943373,positive
муд,2.416470722880769,positive
сбу,2.4135533458633365,positive
йбо,2.413391061165364,positive
вм,2.4089454897673286,positive
дая,2.404656669770245,positive
зв,2.403356579489601,positive
лу,2.401936875337109,positive
лах,2.3980905036062077,positive
ыро,2.3954381803176843,positive
арс,2.394695305401616,positive
чар,2.3938607532094145,positive
есы,2.3933347714474116,positive
таж,2.3838329908334064,positive
ейф,2.382520367130445,positive
айш,2.3796421812103237,positive
йб,2.3753883065031385,positive
енд,2.3708171049118754,positive
ьби,2.369534327308708,positive
ват,2.3626521044141287,positive
онд,2.361077749497899,positive
ыно,2.360708329329165,positive
айи,2.359457979423132,positive
алг,2.3590043343628473,positive
т-о,2.3585433553385258,positive
йзу,2.3580181050367433,positive
сва,2.356611233427083,positive
зал,2.3547442331868838,positive
ет-,2.351291356163225,positive
ева,2.3510953434759356,positive
мин,2.351037209212694,positive
иби,2.345166768838584,positive
рду,2.3448216202729917,positive
йна,2.3379719672201933,positive
ву,2.335119327187016,positive
 бу,2.331230313235209,positive
рив,2.329973092982318,positive
тар,2.321515351593783,positive
чиг,2.3197948392950094,positive
рул,2.3191791924352803,positive
го,2.315670885135578,positive
абу,2.312499902409337,positive
ги ,2.3106579089566517,positive
изи,2.308028479759155,positive
д ф,2.3029834869950627,positive
йги,2.302244628090387,positive
иср,2.300955169512063,positive
шие,2.300805790491973,positive
рап,2.2989799793676298,positive
за,2.2987209414632552,positive
их,2.295018309064588,positive
м л,2.2938608644632366,positive
куб,2.2887185892384068,positive
ела,2.2878046952735303,positive
ери,2.2877305804566985,positive
ай ,2.2840477585939074,positive
ей,2.281394563113626,positive
амз,2.2764443223257302,positive
рим,2.2706036462221206,positive
ияв,2.2660025496970895,positive
жие,2.2652984772878475,positive
яво,2.264182167238991,positive
ч х,2.262342065069575,positive
шей,2.2620608852537845,positive
кае,2.2603337871683196,positive
нва,2.2594198210280925,positive
ут,2.2572629819748524,positive
вия,2.2560040598833613,positive
анб,2.255736144603552,positive
эск,2.250860174319355,positive
гис,2.249079756753123,positive
ша ,2.2334544798758444,positive
бу,2.2330845062519153,positive
вру,2.2304937886022156,positive
в с,2.2265226737764396,positive
б а,2.223288032310551,positive
ял,2.2121214093497423,positive
ьде,2.2117444845543233,positive
аше,2.2112135494889924,positive
дул,2.2042666313189576,positive
ару,2.2032216495481687,positive
рз,2.2028028611575157,positive
ашд,2.2002164000597273,positive
ижа,2.1911756276067473,positive
гди,2.1907530672305366,positive
ады,2.189141096464199,positive
 аи,2.1877476977572985,positive
тул,2.1811475366141444,positive
вна,2.1800584398457996,positive
 са,2.179674602197784,positive
узг,2.1791311777482623,positive
эф,2.1696435007997077,positive
або,2.1678296913347017,positive
лау,2.1637762150488333,positive
иан,2.1586019997761046,positive
клы,2.155652645044183,positive
кад,2.1473562245610616,positive
зни,2.1404021346694617,positive
юс,2.139122971206412,positive
 из,2.1382418954939926,positive
ац,2.137088351454173,positive
идб,2.135867739075848,positive
дер,2.1347377263411906,positive
аят,2.1344560621844417,positive
ияу,2.1313191378572576,positive
а у,2.1274984060525797,positive
пен,2.1261055652905725,positive
сяч,2.119832096165475,positive
йгу,2.117971864821243,positive
диж,2.1149262055573357,positive
 гу,2.113084818907523,positive
нв,2.112931994484225,positive
нде,2.1090195179816313,positive
икр,2.1060076185348455,positive
ьге,2.105103263292006,positive
ехл,2.104243938091057,positive
анх,2.1029511290104046,positive
сол,2.09837062232847,positive
зор,2.0970922362315574,positive
узо,2.0898279509283495,positive
зай,2.0888087373516258,positive
апу,2.0882537171696405,positive
пир,2.0818035628578415,positive
зак,2.0814641732928303,positive
иям,2.0795088617242543,positive
лб,2.079276907719402,positive
рб,2.0790254410007014,positive
тин,2.0782935796539106,positive
кы,2.077639777818873,positive
упа,2.073938773773683,positive
йид,2.068127625973192,positive
нес,2.0628171339341916,positive
шир,2.0623049905969335,positive
нбо,2.060451100655798,positive
мал,2.059984202020869,positive
тоя,2.05688620398001,positive
рг ,2.056276337039902,positive
вн,2.054554294251856,positive
мил,2.052150245601676,positive
аз,2.0518783666437446,positive
тыр,2.050732910499251,positive
едд,2.049152818787524,positive
нип,2.0488323764061938,positive
тае,2.046932579723076,positive
шд,2.03921201936971,positive
бат,2.0375524720028064,positive
ким,2.0363597295899107,positive
кын,2.0334920661893072,positive
эфе,2.029751690930956,positive
ия,2.0290083024111527,positive
саф,2.0279710578960892,positive
аа,2.017315486135288,positive
ьяр,2.013062090064486,positive
р ю,2.0111949165862706,positive
а р,2.010419211298039,positive
чуй,2.0099070189741584,positive
кб,2.0083268662427196,positive
т ю,2.0030457409464137,positive
зри,2.000372420949021,positive
идх,2.000189212988526,positive
сха,1.9977617747403016,positive
ксу,1.9920680901738896,positive
рла,1.9916468655706507,positive
либ,1.9881372708059903,positive
дри,1.984302701420124,positive
йде,1.9814002089899134,positive
а ч,1.9712008663153484,positive
тоф,1.9657761752789056,positive
айб,1.964393941708468,positive
и ,1.9626087761706736,positive
нху,1.9613809026647946,positive
ске,1.9570708710865976,positive
асб,1.955573893030057,positive
зу,1.9526129409503896,positive
с я,1.9448175081443977,positive
ям,1.9447087825799139,positive
 э,1.9433345523438503,positive
ун ,1.94305554803214,positive
мав,1.9425854795636166,positive
зр,1.9419240303292629,positive
д ,1.9400982309833843,positive
нди,1.9391620583870866,positive
есу,1.935251720318185,positive
кай,1.9347820131934317,positive
каф,1.9337430571699517,positive
йш,1.9327595202065302,positive
ияр,1.929062086862872,positive
влю,1.9262839661127669,positive
 аж,1.9247585935690574,positive
сх,1.9224124376990186,positive
буб,1.9215195903107274,positive
тха,1.920881635263226,positive
ров,1.9184801113197925,positive
лат,1.9179620336100784,positive
йх,1.913898623313774,positive
ир,1.9066128873271648,positive
ису,1.9056686924973079,positive
эрв,1.9040370457750697,positive
эле,1.8971150481425247,positive
ала,1.894364532951853,positive
ялб,1.8921367775721152,positive
рад,1.8913327576815129,positive
ухт,1.8911566442512988,positive
а х,1.8909994742888812,positive
аог,1.8881620236929517,positive
сал,1.8862406668530403,positive
 ит,1.8841127790869197,positive
фра,1.8806323537580463,positive
рог,1.8796651965985238,positive
би,1.8735212730749566,positive
о р,1.869645626244856,positive
рет,1.8688519984926948,positive
обе,1.868212809561188,positive
 яв,1.865311265820521,positive
и с,1.8628228043940758,positive
алу,1.8608776540415448,positive
уц,1.8606931628015002,positive
чие,1.8599529298317719,positive
жа,1.8515286983218324,positive
ах ,1.8499899274712632,positive
икы,1.8496690543042789,positive
дру,1.847165606458683,positive
даг,1.8444307939806426,positive
кар,1.8428818940334621,positive
кре,1.8423411474420637,positive
ле ,1.8387887798646845,positive
па,1.8358468779976653,positive
хуч,1.834092927453034,positive
хру,1.831245259801134,positive
шур,1.8301238496730208,positive
имо,1.8282603362812833,positive
улп,1.8258127886589235,positive
дзи,1.8251068208337622,positive
вле,1.8216686635179873,positive
ур,1.8197284626861003,positive
унг,1.8193123579427029,positive
ев ,1.8170586799471204,positive
фур,1.8165259671218512,positive
енг,1.8133291760670118,positive
еэ,1.809474439223456,positive
июл,1.8048835891105386,positive
анм,1.8045056733215261,positive
иит,1.8044927130236224,positive
 юс,1.8034364011342003,positive
ехт,1.7998732780597806,positive
ячи,1.7973683977838393,positive
цит,1.7970750150038646,positive
кка,1.7942424697079946,positive
эль,1.793831189672443,positive
адж,1.7903783871548133,positive
ла-,1.7900418332315704,positive
зир,1.7899139108705664,positive
ион,1.7889228540993083,positive
ачу,1.7869864500497095,positive
ыз ,1.7865237627385957,positive
ухв,1.7855057428993004,positive
хад,1.7848102555890841,positive
цал,1.7828481997451313,positive
киш,1.779719693802259,positive
вая,1.7757807042055846,positive
ппа,1.775476690426599,positive
иж,1.774439128254488,positive
дх,1.7719577393935078,positive
т п,1.7710960796514545,positive
 па,1.770551029325653,positive
рс,1.768489051753269,positive
о ш,1.7669679341130349,positive
улм,1.7567974323455968,positive
руд,1.756534174522228,positive
муг,1.7535265644683926,positive
ек-,1.7532684661243976,positive
 ам,1.7502895094535698,positive
рчи,1.7490790686148208,positive
з м,1.747397622210239,positive
йог,1.745558887305924,positive
 юн,1.745419351678345,positive
лма,1.7452765069875091,positive
фту,1.7417134442421047,positive
мап,1.7398666230426425,positive
ам ,1.7341054904742566,positive
хя,1.7340942583942083,positive
нкы,1.733563013534579,positive
яе,1.7330407089980129,positive
дад,1.7325687880868974,positive
оло,1.7318864169710704,positive
алд,1.7284895405992544,positive
ние,1.726264760463327,positive
геб,1.7246516450508327,positive
шим,1.721698869747318,positive
р-с,1.7170404645250068,positive
ней,1.7155382420007421,positive
арч,1.7145929860952558,positive
яев,1.7145263384483667,positive
уст,1.7137459220694855,positive
и г,1.7128086618032639,positive
 ах,1.7120419708373469,positive
лич,1.7094286111436854,positive
ума,1.708931897524508,positive
ирв,1.708512869560577,positive
нуц,1.7076964588604224,positive
зги,1.707456932939063,positive
дкы,1.705963473812121,positive
оня,1.7049139491180312,positive
хуе,1.701526183900294,positive
хо-,1.701085410600317,positive
дбе,1.6995899365250287,positive
яфр,1.6918275010099584,positive
амх,1.6914880775494276,positive
туе,1.6897034430089475,positive
лил,1.6877805314318541,positive
ето,1.687151821181036,positive
жок,1.685269851006479,positive
-си,1.6840500665307587,positive
дыр,1.683253550609788,positive
ьда,1.6814264450117657,positive
удо,1.6790413800827027,positive
улк,1.6733293527213766,positive
му ,1.6728071707085006,positive
ино,1.6704987256311004,positive
ния,1.6680470309499624,positive
лг,1.6670637272728257,positive
иши,1.6657325437474153,positive
ъя,1.6646612914537935,positive
о-г,1.6640571608200507,positive
зуб,1.663051896388096,positive
м г,1.6593529087192795,positive
куе,1.6590912424678859,positive
шуг,1.6556881550760665,positive
во,1.6542232907150174,positive
аср,1.6532397836358323,positive
нгу,1.6531567518799357,positive
рум,1.6509316681240096,positive
ная,1.6507704959233735,positive
яуд,1.6506301693602325,positive
нск,1.649470567467439,positive
лт,1.6486057556209366,positive
фер,1.6483225218640356,positive
 лу,1.647680825824637,positive
ах,1.647513312714263,positive
лит,1.646957050443223,positive
атл,1.6462116866968073,positive
инд,1.64467005491915,positive
едр,1.6437446454660312,positive
шов,1.6403178573347506,positive
 аб,1.6398476785534792,positive
ясб,1.6388484721411727,positive
аш,1.635669463328595,positive
ида,1.6356292677708315,positive
жуд,1.6301771465729222,positive
пиз,1.6281509256314544,positive
е б,1.6267350126693219,positive
чуп,1.6258233859363278,positive
роб,1.6249643577454105,positive
ваг,1.6246685939762315,positive
асл,1.6243101181348674,positive
алж,1.6242303763906891,positive
хия,1.62349746708026,positive
яс ,1.620972208397398,positive
нем,1.6208123144540671,positive
афл,1.6189471212339852,positive
евм,1.6122574904052203,positive
лач,1.6120918941864315,positive
уба,1.610791905837373,positive
 хи,1.6097090798057898,positive
ца,1.6054782376933563,positive
 уз,1.6031755497927163,positive
пи,1.600870027702723,positive
урт,1.600772422973367,positive
эла,1.597781642536235,positive
мяч,1.5931195442746,positive
ьфи,1.5896996767124485,positive
ус,1.589020394869642,positive
учм,1.5872414805449806,positive
его,1.5860739046934649,positive
унз,1.5843660403218816,positive
рто,1.583234537713568,positive
юзб,1.5830685999430787,positive
уае,1.5827826870459183,positive
ра,1.5826399772909343,positive
инк,1.5815978759216582,positive
акл,1.581495989884939,positive
гля,1.5785597061662446,positive
тес,1.5762286857429746,positive
лба,1.5731376358218914,positive
реф,1.5719532224661483,positive
хт,1.5706088259023019,positive
ашу,1.570165349392403,positive
рбе,1.5658420431468636,positive
туз,1.5655240197202394,positive
льп,1.5651839236286083,positive
юка,1.5621801488033824,positive
авм,1.5620267262341028,positive
цол,1.5619782700841245,positive
лбу,1.5594836742374163,positive
ьп,1.5592426615491395,positive
хум,1.5587765254398833,positive
жов,1.558214111440443,positive
асв,1.5570255629697844,positive
дил,1.5568671177536628,positive
вга,1.556355954411853,positive
бех,1.5562605950150887,positive
дау,1.5561687249581284,positive
ляф,1.55455244435497,positive
лп,1.5534318916752725,positive
фла,1.5522387785900655,positive
 иф,1.5519447311846848,positive
лсы,1.5513953607003643,positive
-го,1.5469332921127643,positive
пха,1.5455590269570536,positive
дан,1.5430317452910016,positive
к-о,1.5424729384851614,positive
тлу,1.5386873217185006,positive
бут,1.5349118615739943,positive
мге,1.5348215197816055,positive
ква,1.5346384189547166,positive
аво,1.5326208347809192,positive
ацо,1.5322958493954382,positive
лер,1.5251347821709218,positive
 ки,1.5241035015197684,positive
рья,1.5216303172381058,positive
ше ,1.5212877598545844,positive
лм,1.5209902924080378,positive
сна,1.5177142514582007,positive
