feature,coef,impact
т ,5.431539302615864,positive
иев,5.346941880150247,positive
аев,4.979913007934712,positive
аг,4.933443842856669,positive
ае,4.932429282274164,positive
хан,4.909359486143607,positive
ие,4.718800312185431,positive
мед,4.401420896706758,positive
ат ,4.308658946576464,positive
еко,4.277413311292431,positive
гас,4.276675813023199,positive
дин,4.274026202507637,positive
ма,4.184753794498981,positive
ами,4.169428940749714,positive
су,4.160711908698445,positive
ме,4.116732790108121,positive
дов,4.102757754538875,positive
ов,4.0903891497198845,positive
дж,4.026730802187392,positive
гом,4.017343396600603,positive
ом,4.010534902546615,positive
иб,3.940658287752276,positive
оме,3.9206099055383095,positive
га,3.855066916141435,positive
аго,3.8189379792149993,positive
ам,3.7780412267295156,positive
ул,3.7197807012651447,positive
али,3.714948001418031,positive
аб,3.578640990132558,positive
му,3.553164716311314,positive
 ом,3.5464051439976463,positive
в ,3.4164332777881463,positive
ва ,3.4028523007391893,positive
ят ,3.3401112597491522,positive
маг,3.3003793767486456,positive
сул,3.238178568629296,positive
гад,3.208647359901659,positive
ад,3.1839319039423017,positive
уд,3.1591766358300695,positive
бек,3.0972339221709673,positive
ият,3.092035513744652,positive
ас,3.0521626986793198,positive
аро,3.022273428517359,positive
ди,3.002755451033188,positive
ед,2.9560036912770955,positive
адж,2.8557076293515395,positive
ат,2.8351185195903117,positive
 за,2.8012063061795502,positive
за,2.7943160891532868,positive
джи,2.7900847165824754,positive
жа,2.789771776269901,positive
ило,2.7367444076201273,positive
джа,2.6851238823219683,positive
мус,2.682091193561102,positive
рб,2.632021183327568,positive
 ш,2.622615277156743,positive
ят,2.621613227121868,positive
ака,2.620493269225175,positive
аги,2.6190771191195195,positive
ула,2.6106539671568103,positive
аж,2.5934045605734672,positive
осм,2.590288441654784,positive
жи,2.570117039066478,positive
бду,2.5650264915132923,positive
 дж,2.5609435574205195,positive
из,2.559794939643288,positive
урб,2.5552052384012374,positive
ев ,2.5353748328221686,positive
зан,2.52196592969255,positive
ано,2.5184128644395445,positive
ги,2.5095044308130032,positive
уди,2.509228091208542,positive
 з,2.503439593264485,positive
в з,2.5019739463345476,positive
ев,2.495590457914545,positive
го,2.4829022978790904,positive
ази,2.477531353994797,positive
маз,2.4729366222584614,positive
ум,2.4704418495958875,positive
ьяс,2.4226217628551043,positive
ус,2.4121947854086994,positive
 са,2.402763486012729,positive
ша,2.3902750616473183,positive
ов ,2.386660612723309,positive
а ш,2.3684163406287064,positive
асу,2.365770459020203,positive
идр,2.3456437995188093,positive
до,2.336811057767777,positive
има,2.32847217820754,positive
шах,2.3127519392126796,positive
ба,2.3090260421334734,positive
ова,2.306075820904318,positive
 му,2.2707798937536774,positive
сма,2.2659089718552914,positive
ур,2.254132790688378,positive
ир,2.2513868548447937,positive
 ша,2.2399023928114876,positive
уев,2.2352819328551994,positive
в г,2.2337988139396665,positive
кер,2.200063136317518,positive
ати,2.199778639407502,positive
сае,2.193584043419224,positive
едо,2.189946502942891,positive
гус,2.184771707588255,positive
сен,2.183885304804205,positive
 ис,2.1792093889242308,positive
юсу,2.165496315712124,positive
ид,2.1639128057039283,positive
ши,2.1626427959516956,positive
лие,2.153701728693014,positive
ке,2.1367047133107584,positive
уе,2.135960881253824,positive
аз,2.1346578878525273,positive
бан,2.114567722321374,positive
саи,2.106954928008396,positive
бег,2.1056564459002516,positive
мае,2.095443766627112,positive
йн,2.086354752907233,positive
ших,2.081658643770366,positive
в н,2.08028704110193,positive
дул,2.0768335757682723,positive
гю,2.0712179751102546,positive
ср,2.0685686607714864,positive
бов,2.067595320469749,positive
уп,2.064202966117091,positive
 зу,2.047608383652575,positive
ере,2.038472101726554,positive
усе,2.03362081330039,positive
аса,2.030071908265586,positive
в л,2.02807038575068,positive
ева,2.0236225426805516,positive
суп,2.0222803582151156,positive
би,2.019139573616997,positive
нар,2.0189485279367596,positive
ей,2.015245488176629,positive
ал,2.010980527503169,positive
гим,1.9841948230218804,positive
мил,1.9633074275509093,positive
яс,1.9603280455624703,positive
ома,1.956421475639144,positive
 ка,1.954146612910243,positive
лей,1.9468531339143664,positive
аи,1.9451240533078362,positive
овн,1.942466884167053,positive
арс,1.9381624192025115,positive
лик,1.9355338074261106,positive
рз,1.9255880467032587,positive
зва,1.9184637589883908,positive
ра,1.891736190857357,positive
мин,1.8912931460784428,positive
кур,1.8764888419530603,positive
изв,1.8735791557140258,positive
йг,1.8647595876261884,positive
ут,1.8433155628111586,positive
лла,1.831713226011951,positive
лат,1.8286395479316597,positive
ап,1.8153597106905,positive
гюл,1.8139800071944092,positive
ейн,1.8048453529298905,positive
гам,1.8045964884959558,positive
шам,1.8014803986169436,positive
ру,1.7937267023795405,positive
пат,1.7934608591676084,positive
 ч,1.7904440771107013,positive
ирз,1.7877808715746175,positive
маи,1.783597826984269,positive
айг,1.7790627681287496,positive
ема,1.769522730728659,positive
хач,1.7640818457337528,positive
ада,1.7635440588419724,positive
ка,1.7619253925178986,positive
бе,1.758792381963116,positive
идо,1.756605476410901,positive
хал,1.7468452672651549,positive
ву,1.7333577628100612,positive
т а,1.7261092004469314,positive
абд,1.7204497472303044,positive
бд,1.716571330914214,positive
ибе,1.7027888538742864,positive
апи,1.6956985412123495,positive
рба,1.6933735175587281,positive
хме,1.6719202435622036,positive
лае,1.6684228645373695,positive
лта,1.6654985379723708,positive
бад,1.6636836674775215,positive
хиз,1.6564523123199348,positive
 на,1.65565330566275,positive
