feature,coef,impact
хан,6.715724033991731,positive
т ,6.182561708060948,positive
аев,6.024803092204546,positive
иев,5.997903690911395,positive
гас,5.938442224045087,positive
ае,5.523689608107041,positive
дин,5.52069523694455,positive
мед,5.218545740282511,positive
ами,5.213688622566166,positive
ат ,5.205252337271959,positive
аг,5.15400340016103,positive
 ом,5.112940691940736,positive
али,5.024600861690432,positive
ие,4.647322692921225,positive
еко,4.625757393136052,positive
оме,4.549480858292425,positive
аго,4.459324591567954,positive
гом,4.45742499014797,positive
иб,4.402919207148624,positive
ом,4.376217291510705,positive
ят ,4.360715460748784,positive
ма,4.3280667622699305,positive
дж,4.305082266142839,positive
ов,4.26352104286616,positive
дов,4.217357103830608,positive
гад,4.216531802830062,positive
аб,4.212842285672013,positive
су,4.2083770798423155,positive
ва ,4.192682879562511,positive
в з,4.162519363689438,positive
зан,4.080977227262129,positive
маг,4.076885396725952,positive
 ис,4.074677689701589,positive
аро,4.022002025973719,positive
асу,4.018190247188622,positive
сул,3.9873691219767355,positive
му,3.934618922509197,positive
ома,3.8854570292739257,positive
ме,3.8092146689983295,positive
ьяс,3.7369007346564,positive
ият,3.660549902714095,positive
ул,3.655833477099706,positive
ам,3.642925561416908,positive
уд,3.638019557371716,positive
ило,3.6230805364159995,positive
мус,3.617034560952162,positive
ула,3.5612127346202356,positive
ас,3.533735567910719,positive
бек,3.5002615054805455,positive
лие,3.4824662397596806,positive
 за,3.415417871266477,positive
джи,3.4025428417150976,positive
га,3.401925491395767,positive
 ш,3.3942179617817376,positive
бов,3.3702459393526416,positive
ази,3.3500684971567463,positive
осм,3.3040690521476197,positive
кер,3.3012428699266296,positive
в ,3.280283666672039,positive
ака,3.2506354474372987,positive
 дж,3.231821703197644,positive
ум,3.2194272246519686,positive
из,3.195063278771538,positive
яс,3.1854320723316842,positive
уди,3.1689755341856096,positive
бду,3.156796249308868,positive
ад,3.1277805506582474,positive
урб,3.0981697525701217,positive
ад ,3.0836636941481164,positive
гю,3.0717728593944917,positive
ке,3.06191570210666,positive
бег,3.055619008089374,positive
аж,3.0541765290950433,positive
уев,3.0232069640466697,positive
за,3.0136811557243486,positive
идр,3.0129208083900383,positive
аги,3.0074463768533355,positive
ано,2.9966538734795174,positive
лла,2.981547898835437,positive
маз,2.9667203546226752,positive
ди,2.9351553501723235,positive
риз,2.9198135508215985,positive
ших,2.8859840095914757,positive
сма,2.8804231235327755,positive
шах,2.875984859712808,positive
а ш,2.8583077347681365,positive
 ша,2.8535317178966673,positive
хал,2.820882207986949,positive
ги,2.82044032027307,positive
ере,2.819462815926569,positive
в г,2.8146187488388823,positive
 з,2.791795523704259,positive
ед,2.7882630378712725,positive
ирз,2.770674846223648,positive
сае,2.762583586426132,positive
уе,2.75590548993624,positive
сир,2.738923399557909,positive
адж,2.7213066535448722,positive
дул,2.7113535634888515,positive
рб,2.7090052994600375,positive
йн,2.7017752094617125,positive
рха,2.697959688881414,positive
дир,2.6906647131688723,positive
ап,2.682552554340719,positive
ати,2.6274463139154878,positive
ов ,2.609069159836932,positive
гир,2.593160889070552,positive
нав,2.5813400693972848,positive
ейн,2.569940773147963,positive
пат,2.5696469909578514,positive
изв,2.569300383444321,positive
 ку,2.560110533304587,positive
сен,2.556373120736966,positive
гюл,2.5529987811988506,positive
джа,2.5449078014073727,positive
бан,2.5418276631999825,positive
 ч,2.5405001218347514,positive
жа,2.5361191807432952,positive
бол,2.534573703503213,positive
мае,2.532355516963238,positive
апи,2.5242232762792214,positive
ру,2.519791629744433,positive
в л,2.5183325443242266,positive
ова,2.5159141518947465,positive
ят,2.5128627302458275,positive
ута,2.511218479133883,positive
зва,2.503834554517591,positive
гит,2.495581722328177,positive
има,2.4951296644711993,positive
 зу,2.4819934535587884,positive
ат,2.479923473111257,positive
 гю,2.4798776555695365,positive
лам,2.471957789167747,positive
маи,2.4693932988426486,positive
усе,2.4680962070820116,positive
ало,2.4661492530088927,positive
сал,2.454790317722429,positive
гим,2.4224070180579282,positive
ажу,2.4123005805409696,positive
би,2.399083147016639,positive
аба,2.390776662555746,positive
фик,2.3868079733347836,positive
са,2.377343363389126,positive
рсл,2.3738073912429836,positive
рба,2.3665624065164517,positive
аса,2.3628951364720874,positive
ир,2.3503535968511406,positive
ут,2.344797156282271,positive
лае,2.342086066130629,positive
ям ,2.3400892025481306,positive
лик,2.3316000016808287,positive
ус,2.330565984085453,positive
либ,2.3303367364786447,positive
аи,2.314759298141295,positive
бак,2.312959371401575,positive
 ка,2.3080046099804377,positive
 на,2.305150867496195,positive
йно,2.302141908049759,positive
гус,2.298465978903792,positive
гер,2.2976783065224247,positive
кур,2.2950171022482087,positive
рту,2.293682327044078,positive
нар,2.2912637509516514,positive
лат,2.2742731501208207,positive
ан ,2.262642438701986,positive
ясо,2.2618243115625662,positive
 му,2.256643587754262,positive
таг,2.255300399292082,positive
жи,2.2539413610025125,positive
лей,2.245327124373741,positive
 ам,2.243607440874096,positive
 ум,2.2428372848702764,positive
аву,2.241496658974485,positive
ву,2.237946402823588,positive
ити,2.2210470007620557,positive
 са,2.2201610596741688,positive
ибе,2.2195335297068373,positive
дур,2.2192334092443233,positive
хб,2.214208673952037,positive
 им,2.1944063297409833,positive
саи,2.182161910398199,positive
ьяе,2.1723107990476276,positive
гам,2.172305817088272,positive
ид,2.1671077275641535,positive
суп,2.1618935270966526,positive
каи,2.161817131268309,positive
зу,2.1526751651619573,positive
лта,2.1468079593447262,positive
ай,2.1450923535107482,positive
овн,2.1408024960037,positive
амм,2.133905459092536,positive
юсу,2.1329836656845633,positive
йг,2.130007247089639,positive
ур,2.1171453447177653,positive
 э,2.115762674981318,positive
д ,2.111708777599693,positive
ева,2.1072428799111473,positive
арс,2.101569986849075,positive
мза,2.101085285401826,positive
бе,2.08592005001995,positive
мут,2.085162054757356,positive
абу,2.0834490831038535,positive
дри,2.0657542458026765,positive
лах,2.06155902140855,positive
мил,2.0536666092234506,positive
уп,2.044161709570803,positive
иял,2.044038742634077,positive
бий,2.0399445501797433,positive
хиз,2.0391899771153326,positive
рз,2.0386525176027313,positive
ахб,2.031020800427501,positive
хав,2.0292934253008266,positive
утд,2.00813954483392,positive
ей,2.005749683176826,positive
т в,2.004260742616653,positive
сли,2.002621207785392,positive
хме,2.0005449416088115,positive
эс,1.9922500607362619,positive
 ме,1.9898123224207465,positive
нап,1.9886023474865626,positive
хба,1.9824922596863341,positive
пи,1.979239585522731,positive
мал,1.975964020471384,positive
кад,1.9695213097320756,positive
ев,1.9687852732656603,positive
фия,1.9607523695102715,positive
ср,1.9606359039435348,positive
зое,1.9512083327820722,positive
го,1.9355564022625769,positive
еми,1.93097818606292,positive
ал,1.9267842502857415,positive
ейл,1.925605379905505,positive
идо,1.9250136581507207,positive
вуд,1.9206360221177203,positive
ша ,1.9132572655187627,positive
хач,1.9119191183871924,positive
диб,1.9118737149593579,positive
хов,1.9089253905813137,positive
хае,1.8789089881813161,positive
нди,1.8700704753393824,positive
мин,1.8694348722941319,positive
хь,1.867195892016865,positive
ши,1.8646714287048427,positive
ев ,1.8613931805425308,positive
аз,1.861104093433703,positive
бу,1.8560015247644888,positive
яхь,1.8546090959958064,positive
айг,1.8481338180320803,positive
ьям,1.847550658932508,positive
хья,1.8465960023006167,positive
ада,1.8436804007983556,positive
раг,1.8322119567049402,positive
жие,1.8288340421455955,positive
паш,1.8253551361282159,positive
аид,1.8247891026645253,positive
нв,1.8131281219101731,positive
рун,1.8073844864561328,positive
ша,1.8067886989234971,positive
изр,1.8067680618096627,positive
иср,1.8039102149699568,positive
ба,1.8009448563618131,positive
алх,1.7956710050341087,positive
т а,1.7910983490421994,positive
олт,1.7906524099976875,positive
мис,1.778222388123133,positive
шам,1.7779086890676452,positive
нва,1.7754626068552837,positive
 юс,1.772363320200995,positive
а ж,1.7709773393217398,positive
зв,1.7705879601033954,positive
рад,1.764399395713005,positive
тим,1.7641096316837603,positive
тай,1.758773716298032,positive
бад,1.758400868418325,positive
в н,1.7554798952214776,positive
пир,1.740956928365732,positive
ови,1.738863947587818,positive
ля ,1.7357355853351852,positive
 аи,1.729762918124509,positive
ема,1.7216782321339306,positive
ару,1.715974099249181,positive
зул,1.713500996195478,positive
асх,1.7118656044304081,positive
ум ,1.7076131561939865,positive
сак,1.702422572994956,positive
хта,1.695019581640471,positive
раж,1.6877519479942829,positive
иби,1.6841867142995184,positive
баг,1.6835445456705567,positive
ала,1.6745228174853228,positive
ват,1.6741471016279859,positive
ко ,1.6677670847775088,positive
хад,1.6670036488989126,positive
кам,1.666524855628697,positive
жаб,1.6661063726214858,positive
 гу,1.6602977103507541,positive
ето,1.6600867176856875,positive
зух,1.6598537092771053,positive
аир,1.659799536718444,positive
сб,1.6571892104234933,positive
а х,1.652521103086361,positive
тар,1.6523916701999484,positive
в с,1.6514538986480558,positive
см,1.6508324415701014,positive
еро,1.6506926536555657,positive
а б,1.6477671858813683,positive
т с,1.6477408860974758,positive
йла,1.6471613476154274,positive
енд,1.6416415072080521,positive
ар ,1.6389141673081746,positive
бат,1.6353554340308278,positive
фае,1.630612592125538,positive
эл,1.6285041694020492,positive
улк,1.6235328647361615,positive
ка,1.61313335993876,positive
ирб,1.613105476419805,positive
рс,1.612487739612068,positive
лка,1.608746156005171,positive
ач,1.6076696030699649,positive
алг,1.601678842416447,positive
 жа,1.601439059673138,positive
 ба,1.598262871304289,positive
ейх,1.5929115716542888,positive
ха,1.5892744069472884,positive
угу,1.582712981304704,positive
урт,1.5814645249328405,positive
нус,1.5808843922279492,positive
рул,1.5784514040808235,positive
зим,1.5778312193404616,positive
ну,1.5773831785806942,positive
а р,1.5751017559502125,positive
або,1.5675752650171546,positive
 ра,1.5642712848863851,positive
муд,1.561369072340141,positive
йша,1.5603994500022322,positive
ду,1.5594610523446784,positive
тае,1.559370866642949,positive
лу,1.557013325219852,positive
ери,1.5557989303391169,positive
сей,1.5487608390791352,positive
зр,1.5470049739893899,positive
рип,1.5416327899929414,positive
юс,1.5412307914705965,positive
ния,1.539211760030669,positive
и ,1.535501110995324,positive
аш,1.533580239815395,positive
юну,1.5240047923567985,positive
жут,1.5217604645312484,positive
ах,1.5215987679900018,positive
сеф,1.5206024530271078,positive
шир,1.514238867863691,positive
ауд,1.5068530279552304,positive
мха,1.5064693852541275,positive
лих,1.503482160034076,positive
 ат,1.5000666729472378,positive
сел,1.4985583666410047,positive
ра,1.4956197211463103,positive
йна,1.4892781594816016,positive
амз,1.4848655227102268,positive
лга,1.4846479328141147,positive
зри,1.4829434883455321,positive
ял,1.4792977861945036,positive
ва,1.4779074370317316,positive
яе,1.4768233831255917,positive
ибо,1.476604961014627,positive
едо,1.475380436365102,positive
ыро,1.4741276968925365,positive
укм,1.473591319644852,positive
киф,1.4718449294491545,positive
ла,1.4710819445316399,positive
кае,1.4703030946232785,positive
иве,1.4692630995337983,positive
м г,1.4673164562285907,positive
ана,1.4607565185401563,positive
да,1.4602671433576362,positive
яев,1.4505367861102132,positive
исм,1.4440064222329612,positive
сру,1.4372888503379317,positive
в о,1.4306080532603316,positive
ям,1.4289124978660674,positive
а у,1.4276837172535153,positive
йбу,1.4232834368153855,positive
урз,1.4225987306075414,positive
йб,1.419915196973831,positive
 бу,1.4194343390958613,positive
жат,1.4127713053788582,positive
 ар,1.411994394262091,positive
эль,1.4110194441486708,positive
йги,1.4048621930306233,positive
зат,1.404811509872107,positive
яв,1.4036569074662708,positive
 у,1.4025348967336022,positive
ейр,1.4011363248543796,positive
 ос,1.3989537286034375,positive
сха,1.395366119253008,positive
рсе,1.3938321897563257,positive
до,1.3926782909765103,positive
мх,1.3920590255654952,positive
узо,1.3910815782982444,positive
зия,1.3842294390825065,positive
ял ,1.3824926971949378,positive
яс ,1.3807622862100706,positive
ерл,1.380653159646852,positive
ров,1.3785949356942102,positive
айш,1.3762725154401398,positive
дыр,1.3754229897961134,positive
 ай,1.3695916418951195,positive
 г,1.3686941663585133,positive
лг,1.3671239298947109,positive
 а,1.3659185077338452,positive
ях,1.3656116895669839,positive
муг,1.3626321111201438,positive
а ч,1.3623655644206272,positive
 ин,1.3614930903103633,positive
ьби,1.3580907936692663,positive
 би,1.3568851134000262,positive
лт,1.3557032750545908,positive
 пи,1.3551767660527303,positive
мов,1.3482546349141251,positive
 эс,1.3359760823176083,positive
улт,1.3355388140389535,positive
аша,1.3350066886430805,positive
 ид,1.3329574271556295,positive
ино,1.3315904783565258,positive
ваг,1.3277186194361548,positive
вна,1.3260330694752032,positive
рог,1.3258523060796348,positive
апа,1.3234142399659667,positive
руд,1.319675713383984,positive
рап,1.3193445615602148,positive
изи,1.3138662682063684,positive
зал,1.3133166023487493,positive
мз,1.3079077427359362,positive
эди,1.3061151013727381,positive
эн,1.3046707717709414,positive
ач ,1.2982477901649065,positive
к и,1.2979116771842971,positive
рим,1.2964400508956184,positive
эф,1.283924967942313,positive
уху,1.2838541785093416,positive
 ах,1.2791924315343608,positive
сх,1.2780338886276952,positive
чие,1.277407083852252,positive
анв,1.274426653321999,positive
 те,1.2734016776702313,positive
па,1.2671041401398975,positive
ыр,1.263830993022282,positive
 аб,1.2619535134123319,positive
 ши,1.2577986291960432,positive
нух,1.2555542506749728,positive
йгу,1.2545600752205472,positive
дер,1.2533787987278417,positive
иро,1.2524605795159776,positive
вич,1.2516417549506265,positive
 б,1.2485052992787828,positive
ис,1.2464441799598924,positive
вн,1.245862253950037,positive
рас,1.241961721351112,positive
ай ,1.2297884419481446,positive
т ю,1.228011908374372,positive
ияв,1.227924605606422,positive
шей,1.219513354001317,positive
ифр,1.2184819193204495,positive
мик,1.2182585696437809,positive
з м,1.214127569599828,positive
яра,1.2113431554551783,positive
ац,1.2044422599286813,positive
йх,1.1987502910426648,positive
ида,1.1971333342325587,positive
рбе,1.1969847602659496,positive
аше,1.1968185290577973,positive
ич,1.191646346965774,positive
упо,1.1895701722908898,positive
пие,1.1895473818817262,positive
йш,1.1890296585454925,positive
эми,1.1888159878790465,positive
лан,1.1880936193011604,positive
рет,1.1865954368934624,positive
кар,1.1857141656640053,positive
уст,1.1839971400101172,positive
тул,1.1826828974507513,positive
вов,1.1817437230957861,positive
лук,1.1814591142960247,positive
ады,1.1809590632401146,positive
зай,1.1733961036811853,positive
йбо,1.172416123880947,positive
 ях,1.1703443310661863,positive
алу,1.1702106944236448,positive
йи,1.1699490474136023,positive
олл,1.1643551840452604,positive
инд,1.1601900253854232,positive
айп,1.1589582577136335,positive
гу,1.1581835446769657,positive
 иб,1.156371783810146,positive
фер,1.1541278079113637,positive
зие,1.15302963476848,positive
рзе,1.1516195598465953,positive
эск,1.1504613624749476,positive
абд,1.1502985984892653,positive
ума,1.1491420978279254,positive
нах,1.148870049519658,positive
бд,1.1460273295769687,positive
тин,1.1460020279050709,positive
асб,1.1423276345254114,positive
дая,1.1355811696799134,positive
ндо,1.1352833465151233,positive
ухт,1.1323028253213667,positive
 хи,1.1308446858067032,positive
уле,1.1306370244871253,positive
 юн,1.1288361036817791,positive
ухв,1.1277735823257171,positive
аиб,1.127629979284442,positive
йхо,1.127168982924666,positive
фих,1.1248706115823006,positive
и а,1.1229828842647673,positive
имб,1.121721774093982,positive
эфе,1.1217187073267283,positive
ри ,1.1177311689647653,positive
уба,1.116137975593552,positive
рья,1.1160850717968573,positive
бас,1.1132115363304802,positive
шуа,1.1129382253726772,positive
айи,1.1127652544213251,positive
жав,1.1066305221867667,positive
в к,1.10599372513128,positive
йп,1.0997183673639146,positive
асл,1.097100141529968,positive
анб,1.0952889579482972,positive
лп,1.0923409975342817,positive
ли,1.0904310288987047,positive
зел,1.0827570056847533,positive
таз,1.0790554865063444,positive
йма,1.076539798483871,positive
таж,1.0762207105481336,positive
сын,1.0752221777508633,positive
ела,1.0737547652499257,positive
тха,1.069682727508372,positive
ске,1.0674003688611813,positive
зак,1.067351637062635,positive
сон,1.063915700052251,positive
ети,1.0616516464308356,positive
дру,1.0592454114807615,positive
тах,1.0587254264512405,positive
хия,1.0568662890496785,positive
уфо,1.0439560266542118,positive
ашу,1.041872077059831,positive
гат,1.0417711236856824,positive
имо,1.0408020702370322,positive
лау,1.0405950943849902,positive
 из,1.0396318933027018,positive
а а,1.0375811401450827,positive
рам,1.034229157315458,positive
сл,1.0307255944560703,positive
рх,1.0283595216263863,positive
д в,1.0282863355318346,positive
ьге,1.0273449024515318,positive
кбе,1.0267552736435293,positive
утт,1.0228401324859127,positive
амх,1.0226341671904904,positive
убо,1.0225676437072548,positive
аши,1.0212494108371404,positive
упа,1.0204640356645585,positive
зуб,1.0204472036535037,positive
юл,1.019536210917182,positive
лал,1.0193749346734156,positive
лил,1.018424171488393,positive
улп,1.0166324052241889,positive
ког,1.015431325879446,positive
шур,1.014668995988569,positive
влу,1.013376463641766,positive
умо,1.0122205769574921,positive
н т,1.0119965390515422,positive
рем,1.0106240751902547,positive
 ну,1.0096638254679642,positive
апу,1.0081118117209602,positive
а к,1.0054637487110982,positive
дие,1.0048224403227555,positive
ярм,1.0035122492186481,positive
тоф,0.9984571834685948,positive
рзо,0.9958608508641645,positive
ирв,0.9927547875606945,positive
 су,0.9897844420381768,positive
ая ,0.9861678659826925,positive
хув,0.9861296130850957,positive
шде,0.9805919898619097,positive
алм,0.9804005268752989,positive
гид,0.9789523179080256,positive
рив,0.9784311021563699,positive
чуе,0.9782933074447627,positive
бут,0.9781530349374555,positive
ип,0.9776753807764266,positive
шд,0.9752176966799307,positive
нге,0.9734024018940126,positive
куе,0.9726521590378675,positive
 па,0.9720260034345601,positive
икр,0.9717853760223443,positive
т п,0.9713610163562688,positive
т и,0.971296874783036,positive
удо,0.971043076952408,positive
нх,0.9707714409603332,positive
мр,0.9703451837814397,positive
идб,0.9689853901498315,positive
ижа,0.9666341108100899,positive
юль,0.966418823018027,positive
туз,0.9662259421529042,positive
ия,0.9604666263383589,positive
лб,0.9590331460657167,positive
ман,0.9555966158320575,positive
лод,0.9531448472626094,positive
хое,0.9518762279384309,positive
ед ,0.9514095079636865,positive
сре,0.9512215291390398,positive
дх,0.9508844721085831,positive
ейф,0.945819027067984,positive
лим,0.9455171645663764,positive
же,0.9432511436508672,positive
ике,0.9413605241839738,positive
аур,0.9406950803550485,positive
рчи,0.9401068974493129,positive
ьде,0.937904673597403,positive
ллу,0.9289938857418426,positive
ал ,0.9288080269167188,positive
льм,0.9281277387245858,positive
дау,0.928011136919068,positive
т н,0.9278853425045702,positive
чуп,0.9259099393965992,positive
куб,0.9232363749401782,positive
сбу,0.9218526509078759,positive
 че,0.9213870634895059,positive
лж,0.9205837549978877,positive
тыр,0.9194875110741851,positive
 фа,0.9169718185582204,positive
аюб,0.915412082005566,positive
 ас,0.9148427188823868,positive
анх,0.9142459892775809,positive
фен,0.9096635118336571,positive
мра,0.9094459460459142,positive
гун,0.9079886411742708,positive
 га,0.9074115209938765,positive
нкы,0.9069113445603691,positive
нже,0.9037034641724245,positive
биб,0.9024235640095821,positive
ашд,0.9019676353219082,positive
имр,0.8987881293257964,positive
аог,0.8956078684432414,positive
