feature,coef,impact
т ,4.17596933197399,positive
аг,3.89150090271706,positive
иев,3.780698355697349,positive
хан,3.7803454774355947,positive
аев,3.7404990644755047,positive
ае,3.631654744860288,positive
ие,3.5437258816660977,positive
ма,3.501171443865944,positive
аб,3.49073150131423,positive
дин,3.378552903968171,positive
али,3.33458393890775,positive
ами,3.256843107147588,positive
ат ,3.1823570156702528,positive
дж,3.090481769533835,positive
мед,3.081200127496964,positive
ам,3.0769392915098943,positive
су,2.958902890662788,positive
гас,2.9165406027213994,positive
му,2.8645333040165517,positive
дов,2.854070463068152,positive
еко,2.7644677741207695,positive
иб,2.7488805256023805,positive
ул,2.7426966296419466,positive
аро,2.6698148518727085,positive
гом,2.642844931705609,positive
за,2.608719322394705,positive
оме,2.5815826268741855,positive
ом,2.575792493339613,positive
маг,2.513010652050049,positive
аго,2.5001938062413815,positive
бек,2.4387061753892363,positive
сул,2.40389852562264,positive
лие,2.3513564861759617,positive
ула,2.3475227536710888,positive
ва ,2.31543511810018,positive
ят ,2.271496976429382,positive
ме,2.265366514720954,positive
га,2.262171547292686,positive
ов,2.2554268837042533,positive
ба,2.2138008777238487,positive
 ш,2.156607166978417,positive
 ом,2.156551051774123,positive
ият,2.1547521853184777,positive
гад,2.137779076339494,positive
жа,2.1230034495183774,positive
в ,2.115567239112394,positive
 ис,2.0824452834585983,positive
ша,2.070146944221209,positive
уд,2.0486764465365677,positive
 за,2.037075744292579,positive
ило,2.0327241603311283,positive
аса,1.9892496485792253,positive
аги,1.9736877134406154,positive
джи,1.9647833202511829,positive
ус,1.9277791575256549,positive
сма,1.9193760009063634,positive
в з,1.8996131618574925,positive
ед,1.8824198990054501,positive
уди,1.8589285608918302,positive
адж,1.8562863987921037,positive
ас,1.8514618712043451,positive
ано,1.8467959120694446,positive
би,1.846660143783338,positive
асу,1.8454373584145727,positive
джа,1.8292367885638101,positive
ази,1.8272370268895912,positive
 са,1.8183831267595179,positive
ьяс,1.8080171979822528,positive
зан,1.8042130522970026,positive
из,1.7964356146046263,positive
урб,1.7893463637909623,positive
ят,1.7862064299812632,positive
 з,1.7842179258788313,positive
има,1.7761600945403753,positive
 ка,1.77173899463307,positive
 му,1.7716102770279043,positive
ги,1.7579270127474766,positive
ди,1.7453305393824325,positive
рб,1.7265867998792461,positive
ад,1.7147901492099935,positive
бду,1.710812413782411,positive
ум,1.7100675326788,positive
ур,1.696880237272845,positive
ид,1.6848395236857714,positive
арс,1.682227217171177,positive
бе,1.6812228084765175,positive
ат,1.664189615245626,positive
кер,1.6568100245111756,positive
яс,1.6468841030538413,positive
аз,1.63584211866821,positive
бан,1.634148266354813,positive
жи,1.6328453778446324,positive
ев ,1.6269154126524075,positive
ру,1.6048848355642806,positive
аж,1.5938848253884306,positive
ут,1.5904006403729034,positive
са,1.5751804879514744,positive
 дж,1.567774228944931,positive
йн,1.5635198322757111,positive
 ба,1.5617428159274678,positive
мус,1.5497893266578846,positive
ир,1.5479695365874722,positive
ов ,1.542845852895048,positive
 ша,1.5422441764180386,positive
идр,1.5408128278738134,positive
ати,1.5366860739251496,positive
сае,1.5235126452915415,positive
дул,1.518877234833256,positive
ирз,1.5148467721029715,positive
лла,1.5090368647457277,positive
маз,1.5059839369555539,positive
 аб,1.4998532713022485,positive
ке,1.4959469377669676,positive
ева,1.4948188439515853,positive
а ш,1.487509154565464,positive
осм,1.4823584338543698,positive
сен,1.4701874697718191,positive
ака,1.4625833674282256,positive
ова,1.443043599218061,positive
ейн,1.4398074266184722,positive
нар,1.4328042540739376,positive
усе,1.4282385555388104,positive
ада,1.428209934139785,positive
бов,1.4158096788250671,positive
кур,1.4085844443124491,positive
мил,1.3996167060407458,positive
гю,1.396128774461219,positive
юсу,1.3929522134519772,positive
ап,1.3887254362817387,positive
сал,1.3872686016343054,positive
пат,1.383626795503418,positive
гус,1.3784522481491468,positive
бег,1.3658546440166806,positive
риз,1.3636793382379542,positive
рба,1.3602959542898594,positive
ах,1.3469830704801655,positive
хал,1.3445870388851127,positive
ала,1.3445863410139947,positive
ома,1.3436539828200642,positive
рз,1.3384031672289494,positive
саи,1.3370227729092796,positive
гим,1.3360015339412155,positive
дир,1.3072058514640534,positive
лей,1.307177552668909,positive
рс,1.3046304021270012,positive
 ам,1.3019799783462336,positive
утд,1.2998048807995672,positive
уев,1.2974336224769862,positive
ших,1.295678779120623,positive
ср,1.2917413316800432,positive
хме,1.2911836453901648,positive
апи,1.284164259895676,positive
 зу,1.2729540696991175,positive
ду,1.2677340880688783,positive
юс,1.2648967146917445,positive
изв,1.2620345549574494,positive
уе,1.257049532492493,positive
ка,1.2523454175359905,positive
маи,1.2518844919924483,positive
см,1.2400852282141674,positive
ай,1.2345771455654555,positive
ха,1.2342568178856006,positive
зу,1.2270355449413974,positive
зва,1.2231327244491748,positive
мин,1.220431664144508,positive
рха,1.2158909004265595,positive
гам,1.2157498351315787,positive
ра,1.2140560582135953,positive
лам,1.2121859137080304,positive
шам,1.2074611348219921,positive
лта,1.2061825811507034,positive
суп,1.2045441542413207,positive
ира,1.1967602866709686,positive
ере,1.1936120489434565,positive
в л,1.1935937108007013,positive
д ,1.1896881786468108,positive
абд,1.1874704488867458,positive
в н,1.1820105068462752,positive
 на,1.1753236586343376,positive
аи,1.17457602079752,positive
жие,1.1718525251596423,positive
гюл,1.1688304902356426,positive
бд,1.167625235794285,positive
 гю,1.157333574874901,positive
шах,1.1530338186289486,positive
т а,1.151374184853916,positive
тае,1.1423825369295764,positive
едо,1.1412655096609172,positive
ьяе,1.1287423697240397,positive
в г,1.1274762278359571,positive
йно,1.1266818216369585,positive
лих,1.1242259780287984,positive
ну,1.1234703102468602,positive
бу,1.1225956328141287,positive
да,1.122260380442047,positive
йг,1.1195857719150843,positive
ясо,1.117611841226419,positive
аба,1.1166596001460758,positive
хб,1.1147667515618513,positive
гир,1.1128004330463255,positive
лик,1.111040336047411,positive
и ,1.1021859545388475,positive
аби,1.1014301816047236,positive
бад,1.098487538969831,positive
до,1.0928482828048935,positive
ино,1.0915598960268675,positive
дри,1.0850682913552945,positive
раг,1.083331138201107,positive
гер,1.0816402508710263,positive
ям ,1.077634575585222,positive
нди,1.0750248976943515,positive
еро,1.0736977190839485,positive
ал,1.0726784311806647,positive
айг,1.0697458691240547,positive
уп,1.0683011936012572,positive
пи,1.0670446353378245,positive
рсл,1.055329872730349,positive
лат,1.0498844978537163,positive
т в,1.0459491997431765,positive
каи,1.03805394000465,positive
ши,1.0325323568935956,positive
 ид,1.032117921378155,positive
ахб,1.0321145862980814,positive
 э,1.0271217665261798,positive
ажу,1.0247159101931993,positive
мае,1.0232493890639103,positive
ар ,1.0209514201976635,positive
 у,1.0115268648479117,positive
ад ,1.0049864441697083,positive
нав,1.0032830545983316,positive
мза,0.9948940893480248,positive
лан,0.9922230158227517,positive
кам,0.9873896791654998,positive
 ах,0.985027735563718,positive
кад,0.9844632844634776,positive
ибе,0.9785449965507886,positive
сир,0.9762000139880377,positive
лим,0.9755054634630846,positive
хов,0.974692248806497,positive
ву,0.9739324782067228,positive
жаб,0.9720894642277802,positive
 ра,0.9692797500961322,positive
исм,0.9681893021408717,positive
рбе,0.964991166586069,positive
рсе,0.9634015058865351,positive
еми,0.9574781339041222,positive
аид,0.9553738411198293,positive
рад,0.9545293834590113,positive
 ч,0.9525844129483524,positive
хиз,0.9503488921209035,positive
идо,0.9497429793085387,positive
 им,0.9487711111584722,positive
зв,0.9485531510921488,positive
ута,0.9460747201024051,positive
аву,0.9437371089319087,positive
лае,0.9409700063764109,positive
хба,0.9376666260174799,positive
йла,0.9373302804485734,positive
 юс,0.936297399817494,positive
ан ,0.9346666528022866,positive
рим,0.9345688022280974,positive
енд,0.9334211312085527,positive
ови,0.9332368442602221,positive
 ас,0.9326364345987939,positive
ало,0.9289463834307267,positive
абу,0.9231237956852859,positive
 ку,0.9196999256782266,positive
таг,0.9174565069682639,positive
ьям,0.9170519774741909,positive
яхь,0.9147439367852627,positive
мов,0.9105792846723186,positive
ага,0.9080152774027977,positive
а а,0.9067523686976222,positive
тим,0.9029628627895826,positive
гу,0.8995377851679677,positive
эль,0.8909101047560009,positive
хь,0.8908124481726345,positive
бак,0.8901208166466672,positive
лт,0.8899093395573574,positive
овн,0.8872074827571483,positive
аир,0.8843578324406578,positive
го,0.8842119075212509,positive
 ай,0.8828483950163529,positive
эл,0.8825281549038057,positive
 гу,0.881076052903366,positive
а р,0.8794752965915904,positive
хья,0.8790959324850046,positive
мал,0.8766591135352927,positive
аш,0.8712561965271232,positive
баг,0.8668521770991453,positive
лах,0.8624369540248102,positive
ях,0.8572586859241854,positive
диб,0.8549402532672506,positive
ибо,0.854023746064031,positive
 ме,0.8515554296665794,positive
мут,0.8507674317156854,positive
изр,0.8486500707247935,positive
зал,0.8466052180258696,positive
а х,0.8460345534738413,positive
йб,0.83914733463716,positive
хта,0.8326204765874912,positive
аза,0.8317929647447839,positive
зул,0.8304371348399742,positive
 эл,0.8295581434150353,positive
наб,0.8288356600622282,positive
 б,0.8282223357560214,positive
дие,0.8275415668968905,positive
зат,0.8263750384152593,positive
эс,0.8258011240193701,positive
бол,0.8255900177407726,positive
аша,0.8246428277819113,positive
иял,0.8186310847141106,positive
айш,0.8179648864917567,positive
хач,0.8152518491844359,positive
хм,0.8065161415331545,positive
вуд,0.7963337135166855,positive
ахм,0.7960089785800476,positive
ис,0.793353579391177,positive
либ,0.7924252621397304,positive
 ши,0.7909061026884155,positive
ей,0.789338553962467,positive
ухт,0.7848366013312437,positive
або,0.7843670164320833,positive
раж,0.7837921715137898,positive
иср,0.7826322251373704,positive
бат,0.7784684086504275,positive
ям,0.7761006436178275,positive
 а,0.7753580784129203,positive
зое,0.775292892257007,positive
рип,0.7752269247746548,positive
а к,0.7744171558829482,positive
имо,0.7720659388518375,positive
 ум,0.7702074156168786,positive
йша,0.7688066397535488,positive
лга,0.7670657252926922,positive
упо,0.7650547879356105,positive
ум ,0.7647852583451102,positive
йи,0.7639406105749269,positive
рту,0.7622601542615295,positive
иби,0.7601565371802896,positive
эми,0.7592258094106038,positive
ейл,0.7589080762346719,positive
ума,0.7574708539612156,positive
нв,0.7520041461571605,positive
сак,0.7502187671214117,positive
уст,0.7498916509867186,positive
ирб,0.7489054621747939,positive
лг,0.7488443270867622,positive
нус,0.7482295604850758,positive
зр,0.7482175873370797,positive
 г,0.7480739989333551,positive
йма,0.7469516018627717,positive
ема,0.7383737938715274,positive
йх,0.7378732335288117,positive
 хи,0.7374790777063039,positive
ады,0.7342152896674803,positive
йш,0.7341395061318836,positive
ибр,0.7335460202912232,positive
 га,0.7318851111852749,positive
паш,0.7299423845850048,positive
муд,0.7284635269705081,positive
асх,0.7257063503959648,positive
гид,0.7244800451419933,positive
фае,0.7237776618297099,positive
ров,0.719007670613486,positive
мад,0.7169858352062908,positive
амм,0.7156679507911718,positive
сли,0.7153645417136212,positive
йги,0.7145693924839358,positive
иро,0.7117631549075193,positive
зри,0.7080830211429052,positive
улт,0.7028201263320696,positive
ити,0.7021731409983252,positive
яе,0.7011756011328945,positive
амз,0.6984788429895137,positive
рза,0.6963088697130081,positive
 х,0.6953648802319216,positive
йм,0.6951576358685537,positive
фия,0.6944607009276014,positive
мик,0.6913018912621511,positive
жат,0.6900215611559951,positive
 ос,0.687964475431474,positive
мур,0.6878679249644964,positive
зие,0.6862332412248614,positive
алг,0.6861181400431158,positive
сеф,0.6859694964265204,positive
яев,0.6857889259858709,positive
угу,0.6840644423708738,positive
рам,0.683036618245125,positive
гит,0.682118072781093,positive
 те,0.6786538490970782,positive
рх,0.6784717173713459,positive
фер,0.6781355152766866,positive
ач,0.6780305318384396,positive
дур,0.6778140191935492,positive
ри ,0.6774346224222741,positive
сру,0.6738869573293044,positive
аши,0.673316576676401,positive
