feature,coef,impact
хан,4.769962280848078,positive
т ,4.6822876892908,positive
аев,4.390745322678915,positive
иев,4.3145573136817745,positive
дин,4.156828826212093,positive
ае,4.146477159648042,positive
гас,4.081413094434936,positive
ами,3.894125735783252,positive
ие,3.8351499435587835,positive
али,3.8284579103224243,positive
аг,3.818942297177579,positive
ат ,3.7594659211547703,positive
мед,3.636258963644088,positive
аб,3.5832100241021676,positive
еко,3.494061216977756,positive
ма,3.3484980919597773,positive
дж,3.3181044195181713,positive
иб,3.30906392188298,positive
 ом,3.279895953998039,positive
су,3.256244498051413,positive
дов,3.2551125576218087,positive
аро,3.219327252888548,positive
му,3.1078424430933427,positive
сул,3.0577602462315303,positive
гом,2.978238854302855,positive
ят ,2.96290995644691,positive
оме,2.9486990006458846,positive
ам,2.9245157347281783,positive
ва ,2.9235831887710466,positive
ула,2.8446917464528934,positive
лие,2.79848783354438,positive
ул,2.786075007509799,positive
ият,2.7771040990117943,positive
зан,2.7714610742570294,positive
ило,2.7569179819066365,positive
 ис,2.7314202846120668,positive
аго,2.723848192615962,positive
бек,2.6627157926038545,positive
в з,2.660769065805171,positive
ов,2.6268349642460644,positive
за,2.6169714582730395,positive
гад,2.6121788037104134,positive
ьяс,2.6099838203337145,positive
ом,2.5933934473462243,positive
асу,2.586054074480235,positive
уд,2.549984684747521,positive
 за,2.504229076826989,positive
уди,2.4790737308929187,positive
из,2.459379099784721,positive
маг,2.459274130442745,positive
сма,2.4341924672607096,positive
 ш,2.426552649065518,positive
ази,2.348979461303088,positive
ме,2.333533737827674,positive
в ,2.3275401130175646,positive
урб,2.3048761539593356,positive
яс,2.2908779205327305,positive
осм,2.2884638387770497,positive
маз,2.2875229834790365,positive
кер,2.260442872472993,positive
ас,2.2559972797652548,positive
аса,2.254433061752519,positive
джи,2.2517975029988233,positive
лла,2.2514422754736123,positive
бег,2.2463322592505253,positive
идр,2.2059761327370024,positive
ака,2.197091381559776,positive
ано,2.186653897497626,positive
га,2.1837331873777357,positive
аж,2.182816886226603,positive
мус,2.1731673098826736,positive
 дж,2.166182790708832,positive
ус,2.129101059960703,positive
уев,2.1084879111608257,positive
 ка,2.1078151538552565,positive
ру,2.106229743771789,positive
 са,2.094941930011239,positive
 з,2.0948830277883403,positive
има,2.09266108349721,positive
жа,2.075233890436585,positive
гю,2.070198379924233,positive
ят,2.0479947356570345,positive
сае,2.0415755132579654,positive
ум,2.0384947597293426,positive
хал,2.0323491183491535,positive
бан,2.0294123414564256,positive
ба,2.023155035863649,positive
аги,2.0230063737612873,positive
ати,1.9968628764656564,positive
бду,1.987619159871261,positive
джа,1.9791873146375376,positive
уе,1.9788502491566746,positive
адж,1.9774335276511177,positive
арс,1.9739509861419409,positive
бов,1.957487449548986,positive
 зу,1.9440558419961844,positive
ших,1.9128214156175445,positive
сен,1.9049282599881163,positive
ирз,1.9018563911690125,positive
ср,1.9013995645120947,positive
 ба,1.8991052314971901,positive
ке,1.8948848331037393,positive
йн,1.8855230962896146,positive
ейн,1.8681701957816514,positive
ов ,1.8648695852615649,positive
зва,1.8629808703215591,positive
дир,1.8576703048512893,positive
ап,1.853340713062976,positive
утд,1.8442579781126505,positive
рб,1.8399271192677438,positive
ева,1.8364246381491913,positive
нар,1.8277521681179043,positive
ова,1.823961807020508,positive
ад,1.8205709756336705,positive
а ш,1.8100562448518969,positive
ат,1.8060984377019131,positive
пат,1.8038785348700364,positive
усе,1.79331237062052,positive
ут,1.7920355739935758,positive
ги,1.7901440574230867,positive
гус,1.7872040612561244,positive
ере,1.768043117252338,positive
ди,1.7572686365571848,positive
